home,away,home_goals,away_goals,played_on,neutral,competition_weight
Japan,Poland,0,3,2025-07-06,0,0.8
Ghana,Belgium,0,1,2025-07-07,0,0.8
Canada,Switzerland,0,1,2025-07-07,1,1.0
Brazil,Portugal,3,2,2025-07-07,0,0.8
Ghana,Japan,1,0,2025-07-07,1,1.0
Switzerland,Brazil,0,1,2025-07-07,0,0.8
Spain,Argentina,1,0,2025-07-07,1,1.0
Senegal,Germany,1,3,2025-07-07,0,0.8
Brazil,Portugal,5,1,2025-07-07,0,0.8
Netherlands,Switzerland,1,2,2025-07-07,0,0.8
Argentina,Canada,2,0,2025-07-08,0,0.8
Mexico,England,3,1,2025-07-08,1,1.0
Senegal,Spain,0,2,2025-07-08,1,1.0
South Korea,France,0,2,2025-07-08,0,0.8
Spain,Italy,0,4,2025-07-09,0,0.8
Senegal,Argentina,3,1,2025-07-09,0,0.8
Ghana,Germany,1,4,2025-07-09,0,0.8
Mexico,Switzerland,1,1,2025-07-09,0,0.8
Croatia,England,0,4,2025-07-09,0,0.8
Brazil,Senegal,2,1,2025-07-10,0,0.8
Portugal,Australia,2,1,2025-07-10,1,1.0
Uruguay,Morocco,1,0,2025-07-10,0,0.8
Denmark,Spain,3,0,2025-07-10,0,0.8
Poland,Belgium,2,2,2025-07-10,0,0.8
Argentina,Morocco,1,1,2025-07-10,0,0.8
Poland,England,0,2,2025-07-11,1,1.0
Japan,France,1,1,2025-07-11,0,0.8
Switzerland,USA,2,1,2025-07-11,0,0.8
USA,Senegal,3,0,2025-07-11,1,1.0
Argentina,England,0,2,2025-07-11,0,0.8
Belgium,France,1,1,2025-07-12,0,0.8
Ghana,Spain,0,2,2025-07-12,1,1.0
Brazil,Canada,3,2,2025-07-12,0,0.8
Japan,USA,0,2,2025-07-12,1,1.0
Ghana,Netherlands,1,1,2025-07-12,0,0.8
Canada,Brazil,0,0,2025-07-12,0,0.8
Spain,Ghana,1,2,2025-07-12,0,0.8
Denmark,England,0,1,2025-07-12,1,1.0
France,Netherlands,3,0,2025-07-13,0,0.8
Morocco,Italy,1,0,2025-07-13,1,1.0
Ghana,Denmark,1,3,2025-07-13,0,0.8
Spain,Switzerland,1,0,2025-07-13,0,0.8
Ghana,Italy,0,3,2025-07-13,1,1.0
Poland,Morocco,0,4,2025-07-13,0,0.8
Australia,South Korea,0,1,2025-07-14,0,0.8
Ghana,Canada,2,5,2025-07-14,0,0.8
Germany,England,0,0,2025-07-14,0,0.8
Belgium,Ghana,5,1,2025-07-14,0,0.8
Mexico,Belgium,0,1,2025-07-15,1,1.0
Italy,Argentina,3,1,2025-07-15,1,1.0
Belgium,England,2,0,2025-07-15,0,0.8
Poland,Italy,0,0,2025-07-15,0,0.8
Japan,Italy,1,2,2025-07-16,1,1.0
Denmark,Argentina,1,2,2025-07-16,1,1.0
England,Senegal,2,0,2025-07-17,0,0.8
Netherlands,Canada,2,1,2025-07-17,1,1.0
Italy,Mexico,1,0,2025-07-18,0,0.8
France,USA,0,0,2025-07-18,0,0.8
Japan,Germany,0,1,2025-07-18,0,0.8
Ghana,Japan,3,0,2025-07-18,0,0.8
Ghana,Brazil,3,3,2025-07-18,0,0.8
Croatia,England,1,1,2025-07-18,0,0.8
Japan,Mexico,0,2,2025-07-19,0,0.8
Uruguay,Brazil,1,1,2025-07-19,0,0.8
Ghana,Italy,0,2,2025-07-19,1,1.0
Canada,Denmark,1,4,2025-07-19,1,1.0
Netherlands,England,1,1,2025-07-19,0,0.8
Switzerland,USA,1,0,2025-07-20,1,1.0
Spain,Mexico,1,1,2025-07-20,0,0.8
USA,Switzerland,0,2,2025-07-20,0,0.8
South Korea,Ghana,5,1,2025-07-20,0,0.8
Ghana,Switzerland,0,3,2025-07-20,0,0.8
Japan,Australia,2,1,2025-07-20,0,0.8
France,Japan,1,1,2025-07-20,0,0.8
Netherlands,Portugal,0,1,2025-07-20,0,0.8
Brazil,Uruguay,1,2,2025-07-20,0,0.8
Senegal,Ghana,3,1,2025-07-20,1,1.0
Morocco,Uruguay,0,1,2025-07-21,0,0.8
Netherlands,France,1,4,2025-07-21,0,0.8
Australia,Belgium,0,0,2025-07-21,0,0.8
Denmark,Australia,2,0,2025-07-21,0,0.8
Poland,Switzerland,1,1,2025-07-21,0,0.8
Brazil,Poland,2,0,2025-07-21,0,0.8
Brazil,USA,1,0,2025-07-21,0,0.8
Australia,Portugal,1,1,2025-07-21,0,0.8
Morocco,Uruguay,2,0,2025-07-22,1,1.0
Italy,Poland,2,1,2025-07-22,0,0.8
England,Belgium,2,1,2025-07-22,0,0.8
Portugal,Spain,1,0,2025-07-22,0,0.8
England,Switzerland,0,0,2025-07-22,0,0.8
Mexico,Australia,4,1,2025-07-22,0,0.8
Croatia,Poland,3,0,2025-07-22,0,0.8
South Korea,Canada,3,1,2025-07-23,1,1.0
Poland,Spain,1,3,2025-07-23,1,1.0
Denmark,Switzerland,1,0,2025-07-24,1,1.0
Canada,South Korea,1,0,2025-07-24,0,0.8
Portugal,England,2,1,2025-07-24,0,0.8
England,France,1,1,2025-07-24,0,0.8
Switzerland,Spain,1,3,2025-07-24,0,0.8
Japan,Brazil,0,3,2025-07-24,0,0.8
Germany,Morocco,2,1,2025-07-24,1,1.0
South Korea,Croatia,1,2,2025-07-25,0,0.8
Germany,Canada,2,1,2025-07-25,0,0.8
Italy,Mexico,1,0,2025-07-25,1,1.0
Argentina,Netherlands,2,2,2025-07-25,0,0.8
Germany,Portugal,3,2,2025-07-25,0,0.8
Uruguay,South Korea,0,0,2025-07-25,0,0.8
Brazil,Italy,2,0,2025-07-25,1,1.0
France,Portugal,3,0,2025-07-25,0,0.8
Italy,Portugal,0,1,2025-07-25,1,1.0
South Korea,Spain,1,1,2025-07-25,1,1.0
Brazil,Canada,3,1,2025-07-25,0,0.8
Brazil,Ghana,2,1,2025-07-25,1,1.0
Brazil,Argentina,2,2,2025-07-26,0,0.8
Croatia,Germany,4,3,2025-07-26,1,1.0
Ghana,Argentina,0,3,2025-07-26,0,0.8
Switzerland,Senegal,2,0,2025-07-26,0,0.8
Switzerland,Ghana,2,1,2025-07-26,1,1.0
Japan,USA,2,2,2025-07-26,0,0.8
Canada,Japan,0,2,2025-07-26,0,0.8
Ghana,Belgium,1,3,2025-07-27,1,1.0
South Korea,USA,5,2,2025-07-27,0,0.8
Canada,Netherlands,0,1,2025-07-27,0,0.8
Italy,Japan,1,3,2025-07-27,0,0.8
Argentina,France,2,1,2025-07-27,0,0.8
England,Australia,0,0,2025-07-27,0,0.8
Netherlands,Morocco,0,1,2025-07-27,0,0.8
Canada,Mexico,0,1,2025-07-27,1,1.0
Poland,Belgium,2,1,2025-07-27,1,1.0
Canada,Morocco,0,0,2025-07-28,0,0.8
Denmark,Netherlands,2,1,2025-07-28,0,0.8
Japan,Denmark,3,2,2025-07-28,0,0.8
Brazil,South Korea,5,1,2025-07-28,1,1.0
Belgium,Ghana,1,0,2025-07-29,1,1.0
Denmark,Spain,0,2,2025-07-29,1,1.0
France,Croatia,1,1,2025-07-29,0,0.8
Canada,Denmark,0,4,2025-07-30,0,0.8
Mexico,USA,3,0,2025-07-30,1,1.0
Canada,South Korea,1,1,2025-07-30,1,1.0
England,USA,1,1,2025-07-30,0,0.8
Morocco,South Korea,3,0,2025-07-31,0,0.8
Mexico,Poland,1,0,2025-07-31,0,0.8
Belgium,England,0,2,2025-07-31,0,0.8
Uruguay,Italy,0,0,2025-07-31,1,1.0
Brazil,Japan,6,2,2025-08-01,0,0.8
Belgium,Poland,1,1,2025-08-01,0,0.8
Croatia,Japan,2,1,2025-08-01,0,0.8
Belgium,Netherlands,2,2,2025-08-01,0,0.8
Poland,Japan,1,0,2025-08-01,1,1.0
South Korea,Brazil,1,1,2025-08-01,0,0.8
Morocco,Senegal,1,0,2025-08-02,1,1.0
Brazil,England,1,0,2025-08-02,1,1.0
Canada,USA,0,1,2025-08-02,0,0.8
Mexico,Italy,2,1,2025-08-02,0,0.8
England,Netherlands,2,0,2025-08-02,0,0.8
England,Canada,5,2,2025-08-03,1,1.0
Poland,Morocco,1,0,2025-08-03,1,1.0
South Korea,Uruguay,3,0,2025-08-03,0,0.8
Canada,Morocco,1,0,2025-08-03,1,1.0
Canada,Senegal,1,0,2025-08-03,1,1.0
Denmark,Italy,2,1,2025-08-04,0,0.8
Switzerland,England,0,1,2025-08-04,0,0.8
Italy,Mexico,3,1,2025-08-04,1,1.0
Italy,England,2,2,2025-08-04,1,1.0
Morocco,France,0,2,2025-08-05,0,0.8
England,Croatia,1,0,2025-08-05,0,0.8
South Korea,Japan,4,0,2025-08-05,0,0.8
Mexico,Canada,0,1,2025-08-05,1,1.0
Japan,Canada,3,0,2025-08-05,0,0.8
Mexico,Argentina,3,2,2025-08-05,0,0.8
France,Belgium,2,1,2025-08-06,1,1.0
USA,Portugal,0,1,2025-08-06,0,0.8
Japan,Canada,2,2,2025-08-06,0,0.8
Netherlands,Poland,2,3,2025-08-06,1,1.0
Switzerland,Poland,0,2,2025-08-06,1,1.0
Australia,Switzerland,0,0,2025-08-06,1,1.0
Senegal,Australia,2,1,2025-08-06,0,0.8
Ghana,Morocco,0,0,2025-08-07,1,1.0
Australia,Italy,1,3,2025-08-07,0,0.8
South Korea,Switzerland,1,0,2025-08-07,0,0.8
Japan,Netherlands,1,1,2025-08-07,0,0.8
Belgium,Netherlands,0,2,2025-08-07,0,0.8
Croatia,Poland,1,2,2025-08-07,0,0.8
Australia,Italy,1,2,2025-08-08,1,1.0
Australia,France,2,3,2025-08-08,0,0.8
Argentina,England,2,2,2025-08-08,1,1.0
South Korea,Belgium,1,3,2025-08-08,1,1.0
Canada,USA,1,1,2025-08-08,0,0.8
Argentina,Switzerland,1,2,2025-08-08,0,0.8
Belgium,Argentina,2,1,2025-08-08,1,1.0
Poland,Denmark,6,2,2025-08-08,0,0.8
Canada,Ghana,1,3,2025-08-08,0,0.8
Ghana,Argentina,2,1,2025-08-09,0,0.8
Japan,Ghana,4,2,2025-08-09,0,0.8
Japan,Portugal,0,2,2025-08-09,0,0.8
Uruguay,Morocco,0,0,2025-08-09,0,0.8
USA,Switzerland,0,0,2025-08-09,0,0.8
Switzerland,USA,3,0,2025-08-09,0,0.8
Ghana,Portugal,0,1,2025-08-09,1,1.0
Mexico,Brazil,1,5,2025-08-09,0,0.8
South Korea,Uruguay,1,0,2025-08-10,0,0.8
Senegal,USA,1,0,2025-08-10,0,0.8
USA,Poland,2,2,2025-08-10,0,0.8
Mexico,Ghana,1,2,2025-08-10,0,0.8
Poland,Belgium,1,2,2025-08-10,0,0.8
Croatia,Italy,1,2,2025-08-11,0,0.8
Japan,Brazil,0,1,2025-08-11,1,1.0
Netherlands,Ghana,5,0,2025-08-11,0,0.8
Netherlands,Australia,2,2,2025-08-12,0,0.8
Italy,South Korea,2,0,2025-08-12,0,0.8
Japan,Australia,3,1,2025-08-12,0,0.8
South Korea,Portugal,0,3,2025-08-12,0,0.8
Australia,Germany,1,2,2025-08-13,0,0.8
Switzerland,England,0,1,2025-08-13,0,0.8
England,Denmark,1,1,2025-08-13,0,0.8
Ghana,Italy,0,1,2025-08-13,0,0.8
Argentina,Spain,1,3,2025-08-13,0,0.8
Belgium,Argentina,0,3,2025-08-13,1,1.0
Portugal,Argentina,1,1,2025-08-13,0,0.8
Senegal,England,1,0,2025-08-13,0,0.8
Portugal,Germany,3,0,2025-08-14,0,0.8
USA,Switzerland,1,0,2025-08-14,0,0.8
Portugal,Germany,0,0,2025-08-14,1,1.0
Netherlands,Italy,1,0,2025-08-15,1,1.0
England,Netherlands,0,0,2025-08-15,1,1.0
Senegal,Canada,1,0,2025-08-15,1,1.0
Ghana,Portugal,0,1,2025-08-15,1,1.0
Ghana,France,1,6,2025-08-15,1,1.0
Italy,Spain,1,0,2025-08-15,0,0.8
Morocco,Poland,3,0,2025-08-15,0,0.8
Netherlands,Croatia,0,0,2025-08-16,0,0.8
England,Morocco,1,1,2025-08-16,1,1.0
Belgium,Ghana,3,0,2025-08-16,0,0.8
Netherlands,France,2,0,2025-08-16,0,0.8
Japan,USA,2,0,2025-08-17,0,0.8
Morocco,Belgium,0,0,2025-08-17,1,1.0
Canada,Mexico,0,1,2025-08-17,1,1.0
Senegal,Uruguay,0,1,2025-08-17,0,0.8
France,Portugal,4,4,2025-08-18,0,0.8
Ghana,Belgium,0,2,2025-08-18,0,0.8
Morocco,Belgium,3,5,2025-08-18,0,0.8
Netherlands,Japan,2,3,2025-08-18,0,0.8
Mexico,Spain,1,2,2025-08-18,0,0.8
Portugal,Uruguay,0,1,2025-08-18,0,0.8
Netherlands,Portugal,3,2,2025-08-18,0,0.8
Portugal,Poland,5,2,2025-08-18,0,0.8
Denmark,England,1,3,2025-08-18,0,0.8
Denmark,Netherlands,2,3,2025-08-19,0,0.8
Belgium,Denmark,0,1,2025-08-19,0,0.8
Mexico,Germany,1,2,2025-08-19,0,0.8
Croatia,Ghana,4,0,2025-08-19,0,0.8
Belgium,Morocco,2,0,2025-08-20,1,1.0
Croatia,Switzerland,0,2,2025-08-20,1,1.0
Poland,Switzerland,1,0,2025-08-20,0,0.8
Morocco,Switzerland,0,0,2025-08-20,0,0.8
Netherlands,Mexico,5,1,2025-08-20,0,0.8
Switzerland,Uruguay,1,2,2025-08-20,0,0.8
Australia,France,0,2,2025-08-20,1,1.0
England,Morocco,0,2,2025-08-20,0,0.8
Ghana,Belgium,3,2,2025-08-20,1,1.0
Australia,Argentina,0,4,2025-08-20,0,0.8
Croatia,Poland,2,1,2025-08-20,0,0.8
Denmark,Senegal,2,1,2025-08-21,0,0.8
Brazil,Argentina,1,2,2025-08-21,1,1.0
Switzerland,South Korea,2,0,2025-08-21,0,0.8
Morocco,Belgium,1,0,2025-08-22,0,0.8
Canada,Morocco,0,1,2025-08-22,1,1.0
Poland,England,0,0,2025-08-22,1,1.0
USA,France,2,2,2025-08-22,0,0.8
Australia,USA,1,3,2025-08-22,1,1.0
Argentina,Croatia,2,1,2025-08-22,0,0.8
Portugal,Belgium,2,0,2025-08-22,0,0.8
Denmark,Switzerland,4,0,2025-08-22,0,0.8
Belgium,Portugal,0,0,2025-08-22,1,1.0
France,Mexico,2,0,2025-08-22,0,0.8
Belgium,Italy,4,3,2025-08-22,0,0.8
Ghana,Mexico,1,1,2025-08-23,0,0.8
Ghana,Italy,0,2,2025-08-23,0,0.8
Uruguay,Italy,0,1,2025-08-23,0,0.8
Mexico,Poland,0,2,2025-08-23,0,0.8
Canada,Uruguay,1,1,2025-08-23,1,1.0
Italy,Australia,3,0,2025-08-23,0,0.8
Argentina,Italy,1,1,2025-08-23,0,0.8
Japan,Ghana,0,1,2025-08-24,1,1.0
Senegal,Germany,2,4,2025-08-24,0,0.8
South Korea,Senegal,0,0,2025-08-24,1,1.0
Portugal,Australia,4,2,2025-08-24,0,0.8
USA,Spain,0,0,2025-08-24,0,0.8
USA,Ghana,4,1,2025-08-24,0,0.8
Denmark,Portugal,2,4,2025-08-25,1,1.0
USA,Belgium,2,2,2025-08-25,0,0.8
France,Uruguay,0,0,2025-08-25,0,0.8
Ghana,Germany,0,1,2025-08-25,1,1.0
USA,South Korea,1,3,2025-08-25,0,0.8
Poland,Canada,2,1,2025-08-26,0,0.8
South Korea,Poland,2,2,2025-08-26,0,0.8
Germany,South Korea,2,0,2025-08-26,1,1.0
Belgium,France,1,3,2025-08-26,1,1.0
Uruguay,Argentina,0,1,2025-08-26,0,0.8
Italy,Australia,2,1,2025-08-26,0,0.8
Japan,Mexico,0,1,2025-08-26,0,0.8
Senegal,Germany,3,3,2025-08-26,0,0.8
Poland,Italy,0,1,2025-08-26,0,0.8
USA,Japan,4,0,2025-08-26,1,1.0
Ghana,Germany,1,3,2025-08-27,0,0.8
Argentina,Belgium,0,1,2025-08-27,1,1.0
Brazil,Denmark,0,2,2025-08-27,1,1.0
Senegal,Poland,2,0,2025-08-27,0,0.8
Ghana,Portugal,0,1,2025-08-27,1,1.0
Italy,Belgium,2,0,2025-08-27,0,0.8
Uruguay,Netherlands,2,2,2025-08-27,0,0.8
Belgium,South Korea,1,1,2025-08-28,0,0.8
Ghana,Germany,0,3,2025-08-28,0,0.8
Argentina,Portugal,1,2,2025-08-28,0,0.8
Italy,Belgium,3,1,2025-08-28,1,1.0
France,Japan,3,1,2025-08-28,0,0.8
Japan,Spain,0,1,2025-08-28,0,0.8
Senegal,Mexico,3,0,2025-08-28,0,0.8
Canada,Italy,0,0,2025-08-28,0,0.8
Japan,Italy,0,2,2025-08-28,0,0.8
Switzerland,Portugal,0,2,2025-08-29,0,0.8
Brazil,Morocco,1,1,2025-08-29,0,0.8
Italy,Mexico,1,1,2025-08-29,0,0.8
Croatia,Brazil,1,1,2025-08-29,1,1.0
Japan,Portugal,1,1,2025-08-29,0,0.8
Japan,USA,0,2,2025-08-30,1,1.0
Mexico,France,0,4,2025-08-30,1,1.0
Senegal,Belgium,1,0,2025-08-31,0,0.8
Senegal,South Korea,0,0,2025-08-31,0,0.8
Croatia,Belgium,4,2,2025-08-31,0,0.8
Denmark,South Korea,1,1,2025-08-31,0,0.8
Australia,Netherlands,2,6,2025-08-31,0,0.8
France,Portugal,1,0,2025-08-31,0,0.8
Switzerland,Germany,0,0,2025-09-01,0,0.8
Italy,France,0,0,2025-09-01,0,0.8
Senegal,Australia,2,0,2025-09-02,1,1.0
Japan,France,1,2,2025-09-02,0,0.8
Mexico,South Korea,1,1,2025-09-02,1,1.0
Brazil,Mexico,2,1,2025-09-02,1,1.0
Italy,Brazil,3,1,2025-09-02,0,0.8
Netherlands,Croatia,1,0,2025-09-03,0,0.8
Spain,Uruguay,1,0,2025-09-03,1,1.0
Brazil,Senegal,4,1,2025-09-03,1,1.0
Senegal,Portugal,0,2,2025-09-03,0,0.8
Spain,Croatia,1,2,2025-09-03,0,0.8
Netherlands,Japan,1,0,2025-09-03,0,0.8
Mexico,France,0,2,2025-09-04,0,0.8
Canada,Brazil,1,3,2025-09-04,0,0.8
South Korea,Netherlands,0,1,2025-09-04,1,1.0
France,USA,2,1,2025-09-04,0,0.8
England,Germany,1,2,2025-09-04,0,0.8
Canada,France,0,0,2025-09-04,1,1.0
Poland,Japan,1,2,2025-09-04,0,0.8
Senegal,USA,0,3,2025-09-05,0,0.8
USA,Canada,3,1,2025-09-05,0,0.8
Portugal,Argentina,0,3,2025-09-05,0,0.8
Belgium,Portugal,1,2,2025-09-05,1,1.0
Netherlands,Canada,1,0,2025-09-05,0,0.8
Italy,Switzerland,2,0,2025-09-05,0,0.8
South Korea,Italy,1,1,2025-09-06,0,0.8
Canada,Netherlands,2,2,2025-09-06,1,1.0
Netherlands,Switzerland,2,1,2025-09-06,0,0.8
Italy,Germany,2,2,2025-09-07,0,0.8
France,Argentina,0,0,2025-09-07,1,1.0
Ghana,Denmark,1,1,2025-09-07,0,0.8
England,Canada,0,2,2025-09-07,1,1.0
Germany,South Korea,2,3,2025-09-07,0,0.8
Australia,USA,2,0,2025-09-08,1,1.0
Japan,Brazil,0,0,2025-09-08,1,1.0
South Korea,Brazil,1,2,2025-09-08,1,1.0
Canada,USA,2,2,2025-09-08,0,0.8
Italy,Netherlands,1,2,2025-09-09,0,0.8
Netherlands,Switzerland,3,0,2025-09-09,0,0.8
England,South Korea,4,0,2025-09-09,0,0.8
Portugal,Netherlands,5,1,2025-09-09,0,0.8
England,Australia,1,1,2025-09-09,1,1.0
Portugal,Italy,0,0,2025-09-09,0,0.8
Belgium,Italy,1,0,2025-09-10,0,0.8
Uruguay,Senegal,1,0,2025-09-10,1,1.0
Poland,Uruguay,2,0,2025-09-10,0,0.8
Netherlands,Portugal,2,0,2025-09-10,1,1.0
Mexico,Switzerland,0,0,2025-09-10,1,1.0
Uruguay,Netherlands,2,2,2025-09-11,0,0.8
Germany,Denmark,3,1,2025-09-11,0,0.8
Morocco,Portugal,1,0,2025-09-11,1,1.0
Argentina,Morocco,1,1,2025-09-11,0,0.8
Morocco,Croatia,1,1,2025-09-11,1,1.0
Uruguay,Switzerland,1,2,2025-09-11,0,0.8
France,Netherlands,2,2,2025-09-11,1,1.0
Portugal,Ghana,1,2,2025-09-11,0,0.8
Italy,England,0,1,2025-09-11,1,1.0
France,Portugal,3,1,2025-09-11,0,0.8
Brazil,Ghana,4,0,2025-09-12,0,0.8
Australia,Denmark,1,1,2025-09-12,0,0.8
South Korea,Denmark,2,0,2025-09-12,0,0.8
Ghana,Germany,0,2,2025-09-12,1,1.0
Italy,Australia,4,1,2025-09-13,0,0.8
Morocco,France,1,0,2025-09-13,0,0.8
Switzerland,Belgium,2,0,2025-09-13,0,0.8
Portugal,Senegal,4,0,2025-09-13,1,1.0
South Korea,France,2,2,2025-09-13,0,0.8
Brazil,Senegal,3,1,2025-09-13,0,0.8
Senegal,Argentina,0,2,2025-09-13,1,1.0
Senegal,Croatia,0,1,2025-09-14,1,1.0
Ghana,Switzerland,3,1,2025-09-14,0,0.8
Ghana,Japan,0,1,2025-09-14,1,1.0
Morocco,Canada,3,2,2025-09-14,0,0.8
France,Switzerland,1,0,2025-09-14,1,1.0
Portugal,Canada,0,1,2025-09-14,1,1.0
Australia,Germany,1,2,2025-09-14,0,0.8
USA,Ghana,3,0,2025-09-15,0,0.8
Japan,Belgium,1,3,2025-09-15,0,0.8
Germany,South Korea,0,1,2025-09-15,0,0.8
Belgium,Croatia,2,1,2025-09-15,0,0.8
Portugal,Mexico,0,1,2025-09-16,0,0.8
Mexico,Switzerland,0,3,2025-09-16,0,0.8
Netherlands,Switzerland,3,0,2025-09-16,0,0.8
South Korea,Belgium,1,3,2025-09-16,1,1.0
Croatia,Italy,0,2,2025-09-17,0,0.8
Mexico,Senegal,2,2,2025-09-17,1,1.0
Italy,South Korea,3,0,2025-09-17,0,0.8
Canada,Morocco,0,2,2025-09-17,1,1.0
Senegal,Portugal,2,4,2025-09-18,1,1.0
Croatia,Portugal,4,0,2025-09-18,0,0.8
Netherlands,Japan,3,1,2025-09-18,0,0.8
Croatia,Morocco,1,0,2025-09-18,1,1.0
Ghana,Canada,1,3,2025-09-18,0,0.8
Australia,Switzerland,0,1,2025-09-18,1,1.0
Ghana,Australia,4,1,2025-09-18,0,0.8
USA,Switzerland,0,0,2025-09-19,0,0.8
Senegal,Portugal,1,3,2025-09-19,0,0.8
Poland,Switzerland,1,1,2025-09-19,1,1.0
Croatia,Japan,4,1,2025-09-19,0,0.8
Denmark,USA,0,2,2025-09-20,0,0.8
Portugal,Poland,4,0,2025-09-20,0,0.8
Senegal,Brazil,1,3,2025-09-20,0,0.8
Australia,USA,1,1,2025-09-20,0,0.8
Argentina,Japan,1,2,2025-09-20,0,0.8
USA,Uruguay,1,2,2025-09-20,1,1.0
France,USA,0,0,2025-09-21,0,0.8
Poland,Morocco,0,1,2025-09-21,1,1.0
Belgium,Morocco,1,0,2025-09-21,0,0.8
Ghana,Uruguay,1,3,2025-09-21,0,0.8
Croatia,France,2,1,2025-09-21,1,1.0
Morocco,Ghana,1,0,2025-09-21,0,0.8
Japan,Poland,0,1,2025-09-21,0,0.8
Canada,Morocco,2,2,2025-09-22,0,0.8
Germany,Morocco,3,1,2025-09-22,0,0.8
Senegal,Switzerland,0,1,2025-09-22,0,0.8
Canada,South Korea,2,0,2025-09-22,0,0.8
Germany,Croatia,0,1,2025-09-22,1,1.0
Ghana,USA,0,2,2025-09-22,0,0.8
Switzerland,Mexico,0,1,2025-09-22,1,1.0
Senegal,Poland,1,0,2025-09-22,0,0.8
Argentina,USA,4,2,2025-09-23,0,0.8
England,Germany,1,3,2025-09-23,0,0.8
USA,Portugal,0,2,2025-09-23,0,0.8
Netherlands,Brazil,1,0,2025-09-24,0,0.8
France,Poland,3,0,2025-09-24,0,0.8
Morocco,Japan,1,2,2025-09-24,0,0.8
Poland,Australia,3,0,2025-09-24,1,1.0
Japan,Italy,0,0,2025-09-24,0,0.8
Canada,Ghana,2,0,2025-09-24,0,0.8
Spain,Belgium,1,3,2025-09-25,1,1.0
Spain,Poland,1,1,2025-09-25,0,0.8
Canada,Argentina,2,2,2025-09-25,0,0.8
Italy,Mexico,1,2,2025-09-25,0,0.8
England,Denmark,1,1,2025-09-25,1,1.0
Australia,Denmark,0,1,2025-09-26,1,1.0
Canada,Uruguay,1,2,2025-09-26,0,0.8
England,Ghana,2,0,2025-09-26,0,0.8
USA,Uruguay,1,3,2025-09-26,0,0.8
Mexico,Argentina,3,5,2025-09-26,0,0.8
Australia,Morocco,0,3,2025-09-26,0,0.8
Brazil,Australia,2,1,2025-09-27,1,1.0
Denmark,Mexico,1,1,2025-09-27,0,0.8
Portugal,Ghana,2,1,2025-09-27,1,1.0
Italy,England,0,0,2025-09-28,0,0.8
Portugal,Australia,2,0,2025-09-28,0,0.8
Mexico,Brazil,0,1,2025-09-28,1,1.0
Japan,England,3,1,2025-09-28,0,0.8
Spain,South Korea,4,3,2025-09-28,0,0.8
Croatia,Spain,1,2,2025-09-29,0,0.8
Morocco,Ghana,1,1,2025-09-29,1,1.0
Mexico,Switzerland,3,0,2025-09-29,1,1.0
Germany,Japan,0,2,2025-09-29,1,1.0
Netherlands,South Korea,1,0,2025-09-29,1,1.0
USA,Ghana,2,3,2025-09-29,0,0.8
Switzerland,Netherlands,0,1,2025-09-30,0,0.8
Canada,Spain,1,3,2025-09-30,1,1.0
Denmark,Brazil,0,3,2025-10-01,1,1.0
Australia,Brazil,0,1,2025-10-01,1,1.0
Canada,Poland,2,3,2025-10-01,1,1.0
Denmark,Switzerland,0,0,2025-10-02,0,0.8
Mexico,France,0,4,2025-10-03,1,1.0
Poland,Switzerland,3,1,2025-10-03,0,0.8
Argentina,Italy,4,2,2025-10-03,0,0.8
Italy,Denmark,2,0,2025-10-03,0,0.8
South Korea,England,2,3,2025-10-03,0,0.8
Morocco,Netherlands,0,2,2025-10-03,0,0.8
Morocco,France,2,0,2025-10-04,0,0.8
Canada,Morocco,1,1,2025-10-04,0,0.8
Brazil,Australia,3,0,2025-10-04,0,0.8
Uruguay,Croatia,1,1,2025-10-04,1,1.0
Croatia,Brazil,0,2,2025-10-04,1,1.0
Italy,Netherlands,1,1,2025-10-04,0,0.8
Mexico,Netherlands,0,3,2025-10-04,0,0.8
Denmark,Brazil,2,4,2025-10-04,0,0.8
Belgium,Argentina,2,2,2025-10-04,0,0.8
Switzerland,France,2,2,2025-10-05,0,0.8
Switzerland,Australia,2,1,2025-10-05,0,0.8
Spain,Mexico,2,0,2025-10-05,1,1.0
Uruguay,Argentina,0,3,2025-10-05,0,0.8
France,Switzerland,2,1,2025-10-05,1,1.0
USA,Croatia,2,1,2025-10-05,1,1.0
Uruguay,Denmark,1,2,2025-10-05,0,0.8
Canada,England,0,1,2025-10-06,0,0.8
Senegal,Switzerland,2,1,2025-10-06,0,0.8
Japan,Uruguay,2,0,2025-10-06,0,0.8
Switzerland,Brazil,0,0,2025-10-06,1,1.0
Senegal,France,0,2,2025-10-06,0,0.8
Portugal,Japan,0,0,2025-10-06,0,0.8
Brazil,Poland,0,1,2025-10-07,1,1.0
Japan,Italy,1,2,2025-10-07,0,0.8
Croatia,Canada,1,1,2025-10-07,1,1.0
Poland,Argentina,1,1,2025-10-07,0,0.8
Switzerland,Australia,1,0,2025-10-07,0,0.8
Japan,Denmark,4,2,2025-10-07,0,0.8
Switzerland,Germany,1,0,2025-10-08,0,0.8
Mexico,Spain,1,3,2025-10-08,0,0.8
Poland,Australia,0,1,2025-10-08,1,1.0
England,Switzerland,3,0,2025-10-08,0,0.8
England,Poland,3,0,2025-10-08,0,0.8
Ghana,Senegal,0,1,2025-10-08,0,0.8
Germany,Australia,3,1,2025-10-09,0,0.8
Japan,Netherlands,1,0,2025-10-09,1,1.0
Argentina,Netherlands,1,0,2025-10-09,1,1.0
